married / was married,couple,any relation,respondent gender,couple gender,interracial couple,respondent age,partner age,education gap,couple salary gap,couple political stability,meeting interface,try app service,relation duration [year],relation quality
yes,yes,,Male,hetero couple,yes,[60 -70],[70 -80],3.0,[Partner Name] earned more,5.0,,,27.58,Good
yes,yes,,Female,hetero couple,yes,[20 -30],[30 -40],2.0,I earned more,4.0,meet through family,no,11.92,Fair
yes,yes,,Female,hetero couple,no,[50 -60],[40 -50],1.0,[Partner Name] earned more,5.0,,,25.25,Excellent
yes,yes,,Male,hetero couple,yes,[30 -40],[20 -30],0.0,I earned more,5.0,meet through friends,,14.08,Good
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],2.0,I earned more,6.0,meet through studies,,38.58,Excellent
,yes,,Female,hetero couple,yes,[50 -60],[50 -60],1.0,I earned more,6.0,meet through work,,16.42,Fair
no,no,yes,Female,hetero couple,yes,[20 -30],[20 -30],1.0,I earned more,4.0,meet through internet,yes,0.75,
,yes,,Female,hetero couple,no,[40 -50],[50 -60],3.0,[Partner Name] earned more,4.0,meet through work,no,9.58,Good
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],0.0,I earned more,4.0,,,32.17,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[30 -40],0.0,I earned more,5.0,,,20.08,Excellent
yes,no,yes,Male,hetero couple,no,[50 -60],[50 -60],3.0,I earned more,4.0,,,,
,no,no,Female,,,[20 -30],,,,,,,,
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],0.0,[Partner Name] was not working for pay,4.0,meet through internet,,6.0,Fair
yes,yes,,Female,hetero couple,no,[20 -30],[30 -40],4.0,[Partner Name] earned more,4.0,meet through internet,,9.58,Good
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],3.0,[Partner Name] earned more,5.0,,,21.58,Excellent
,yes,,Male,gay male couple,yes,[60 -70],[50 -60],0.0,I earned more,2.0,,,13.25,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],1.0,[Partner Name] earned more,6.0,,,35.75,Excellent
yes,no,yes,Female,hetero couple,no,[80 -90],[80 -90],0.0,[Partner Name] earned more,5.0,meet through friends,,,
yes,yes,,Female,hetero couple,yes,[70 -80],[70 -80],0.0,[Partner Name] earned more,3.0,meet through work,,23.67,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[50 -60],1.0,I earned more,5.0,,,20.17,Good
no,no,yes,Female,hetero couple,no,[50 -60],[50 -60],4.0,We earned about the same amount,5.0,meet through work,,,
,no,no,Male,,,[30 -40],,,,,,,,
no,no,yes,Male,hetero couple,no,[20 -30],[20 -30],0.0,I earned more,4.0,meet through friends,,0.33,
,no,no,Female,,,[70 -80],,,,,,,,
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],3.0,[Partner Name] earned more,6.0,meet through studies,,34.67,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],0.0,I earned more,4.0,,,50.25,Excellent
yes,yes,,Male,hetero couple,yes,[40 -50],[50 -60],10.0,I earned more,1.0,meet through studies,,19.67,Good
yes,yes,,Female,hetero couple,no,[60 -70],[50 -60],2.0,[Partner Name] earned more,4.0,meet in neighborhood,,38.0,Excellent
,yes,,Male,gay male couple,no,[50 -60],[20 -30],4.0,I earned more,6.0,meet through internet,,6.75,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[70 -80],0.0,[Partner Name] earned more,2.0,meet in neighborhood,,52.67,Excellent
yes,no,yes,Female,hetero couple,no,[60 -70],[60 -70],1.0,We earned about the same amount,3.0,,,,
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],1.0,[Partner Name] was not working for pay,6.0,meet through work,,14.58,Poor
yes,yes,,Female,hetero couple,yes,[50 -60],[50 -60],3.0,We earned about the same amount,6.0,meet through studies,,42.33,Good
,yes,,Female,hetero couple,no,[50 -60],[50 -60],1.0,[Partner Name] earned more,6.0,meet through work,no,0.17,Good
yes,yes,,Male,gay male couple,no,[50 -60],[50 -60],3.0,We earned about the same amount,6.0,meet through work,,5.42,Excellent
,yes,,Male,hetero couple,no,[30 -40],[30 -40],4.0,I earned more,5.0,meet through studies,,0.75,Fair
no,no,yes,Male,hetero couple,yes,[50 -60],[60 -70],0.0,[Partner Name] earned more,5.0,meet through work,,5.75,
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],1.0,I earned more,4.0,meet through internet,,6.75,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,4.0,meet in neighborhood,,40.08,Excellent
,no,no,Male,,,[20 -30],,,,,,,,
,yes,,Female,hetero couple,yes,[20 -30],[20 -30],1.0,I earned more,6.0,meet through studies,,0.25,Good
yes,yes,,Male,hetero couple,yes,[30 -40],[30 -40],2.0,I earned more,6.0,meet through studies,,17.33,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],4.0,[Partner Name] earned more,2.0,,,27.58,Good
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],3.0,I earned more,6.0,meet through studies,,34.67,Excellent
,yes,,Male,hetero couple,no,[60 -70],[60 -70],4.0,[Partner Name] earned more,4.0,meet through family,,3.25,Excellent
no,no,yes,Male,hetero couple,yes,[20 -30],[20 -30],3.0,We earned about the same amount,4.0,meet through friends,,1.83,
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],4.0,[Partner Name] earned more,6.0,meet through friends,,7.17,Fair
,yes,,Male,gay male couple,yes,[60 -70],[50 -60],0.0,[Partner Name] was not working for pay,5.0,,,35.83,Good
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],0.0,[Partner Name] earned more,4.0,meet through friends,,24.5,Excellent
yes,no,yes,Female,hetero couple,no,[70 -80],[70 -80],0.0,[Partner Name] was not working for pay,6.0,,,,
yes,yes,,Female,hetero couple,no,[60 -70],[80 -90],1.0,[Partner Name] earned more,4.0,,,36.75,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[60 -70],4.5,[Partner Name] earned more,3.0,,,47.08,Good
,yes,,Male,hetero couple,no,[60 -70],[50 -60],2.0,We earned about the same amount,6.0,meet through family,,33.67,Excellent
,no,no,Male,,,[20 -30],,,,,,,,
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],1.0,We earned about the same amount,2.0,,,25.75,Excellent
,yes,,Female,lesbian couple,no,[60 -70],[50 -60],1.0,I earned more,6.0,,,31.17,Excellent
yes,yes,,Male,hetero couple,yes,[50 -60],[60 -70],4.0,I earned more,6.0,meet through work,,41.5,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],0.0,[Partner Name] earned more,6.0,meet through friends,no,8.92,Good
yes,yes,,Female,hetero couple,no,[40 -50],[30 -40],0.0,[Partner Name] earned more,4.0,meet through work,,14.0,Good
yes,yes,,Female,hetero couple,no,[60 -70],[70 -80],0.0,[Partner Name] earned more,6.0,meet through work,,21.92,Good
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],1.0,[Partner Name] earned more,6.0,meet through friends,,33.0,Excellent
,yes,,Female,hetero couple,no,[20 -30],[20 -30],1.0,[Partner Name] earned more,5.0,meet through studies,,6.83,Good
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],1.0,I earned more,6.0,,,24.83,Good
yes,yes,,Female,lesbian couple,no,[50 -60],[60 -70],6.0,I earned more,6.0,,,18.92,Good
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],4.0,I earned more,6.0,meet through work,,36.33,Excellent
yes,no,yes,Male,hetero couple,no,[30 -40],[30 -40],1.0,I earned more,3.0,,,,
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],1.0,[Partner Name] earned more,2.0,meet through friends,,10.33,Good
yes,yes,,Male,hetero couple,no,[30 -40],[20 -30],3.0,I earned more,6.0,meet through work,,8.42,Excellent
yes,yes,,Female,hetero couple,yes,[60 -70],[70 -80],4.0,[Partner Name] earned more,6.0,meet through studies,,,Excellent
yes,yes,,Female,lesbian couple,no,[30 -40],[30 -40],1.0,[Partner Name] earned more,4.0,,,5.17,Good
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],1.0,I earned more,4.0,meet through friends,,7.83,Excellent
,yes,,Male,hetero couple,no,[20 -30],[20 -30],0.0,I earned more,4.0,,,0.67,Good
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],0.0,[Partner Name] earned more,4.0,meet through friends,,20.08,Good
no,no,yes,Female,hetero couple,no,[40 -50],[30 -40],5.0,I earned more,4.0,meet through friends,,3.17,
yes,yes,,Male,hetero couple,yes,[40 -50],[40 -50],1.0,We earned about the same amount,6.0,,,28.0,Excellent
,yes,,Female,lesbian couple,no,[20 -30],[20 -30],0.0,I earned more,2.0,meet through internet,no,2.33,Fair
yes,yes,,Male,hetero couple,yes,[30 -40],[30 -40],1.0,I earned more,5.0,,,8.92,Excellent
yes,no,yes,Female,hetero couple,no,[70 -80],[70 -80],0.0,[Partner Name] earned more,6.0,meet through studies,,,
,yes,,Male,gay male couple,no,[50 -60],[20 -30],4.0,[Partner Name] earned more,3.0,meet through friends,,1.83,Excellent
,no,no,Male,,,[20 -30],,,,,,,,
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,[Partner Name] earned more,,meet through friends,,35.25,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],4.0,I earned more,6.0,meet through studies,,28.75,Excellent
no,no,yes,Female,hetero couple,no,[30 -40],,,Refused,,,,,
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],4.0,I earned more,3.0,meet through studies,,18.08,Good
yes,yes,,Female,hetero couple,yes,[50 -60],[60 -70],5.0,[Partner Name] earned more,4.0,meet through work,,30.83,Good
,yes,,Male,gay male couple,no,[40 -50],[50 -60],3.0,[Partner Name] was not working for pay,6.0,meet through studies,,11.33,Excellent
yes,yes,,Male,hetero couple,yes,[40 -50],[40 -50],2.0,I earned more,5.0,meet through work,,18.0,Good
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],1.0,I earned more,4.0,meet through friends,,24.5,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] was not working for pay,6.0,,,39.92,Good
no,no,yes,Male,hetero couple,no,[10 -20],[20 -30],1.0,[Partner Name] was not working for pay,3.0,meet through studies,,0.17,
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],5.0,[Partner Name] earned more,6.0,meet through friends,,55.83,Excellent
no,no,yes,Male,hetero couple,no,[70 -80],[80 -90],3.0,I earned more,3.0,,,1.67,
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],4.0,[Partner Name] earned more,6.0,meet through work,,26.58,Good
yes,yes,,Female,hetero couple,yes,[40 -50],[40 -50],1.0,I earned more,5.0,meet through friends,,19.58,Good
no,no,yes,Female,hetero couple,no,[20 -30],[20 -30],4.0,[Partner Name] earned more,6.0,meet through studies,yes,0.92,
yes,yes,,Female,hetero couple,no,[70 -80],[60 -70],1.0,We earned about the same amount,3.0,meet in neighborhood,,41.0,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],0.0,[Partner Name] earned more,6.0,meet through work,no,24.0,Good
yes,yes,,Female,hetero couple,yes,[40 -50],[60 -70],1.0,[Partner Name] earned more,4.0,,,6.17,Excellent
no,no,yes,Male,gay male couple,no,[50 -60],[30 -40],3.0,I earned more,5.0,meet through family,,7.17,
,no,no,Female,,,[20 -30],,,,,,,,
,no,no,Male,,,[10 -20],,,,,,,,
yes,yes,,Female,hetero couple,no,[60 -70],[70 -80],2.0,[Partner Name] earned more,6.0,,,50.67,Good
no,no,yes,Male,hetero couple,yes,[70 -80],[70 -80],2.0,I earned more,4.0,,,49.5,
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],0.0,I earned more,6.0,meet through work,,32.17,Good
,yes,,Female,hetero couple,no,[40 -50],[50 -60],1.0,I earned more,3.0,,,2.75,Good
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],1.0,[Partner Name] earned more,1.0,meet through friends,,38.17,Excellent
,yes,,Female,hetero couple,no,[20 -30],[20 -30],1.0,We earned about the same amount,4.0,meet through work,,,Good
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],0.0,[Partner Name] earned more,6.0,meet in neighborhood,,27.75,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],2.0,[Partner Name] earned more,5.0,meet through internet,,2.58,Good
yes,yes,,Female,hetero couple,no,[60 -70],[70 -80],0.0,[Partner Name] earned more,5.0,,,,Excellent
,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,[Partner Name] earned more,5.0,meet through studies,,8.67,Fair
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],0.0,We earned about the same amount,4.0,meet through friends,,7.0,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],1.0,We earned about the same amount,3.0,,,28.08,Excellent
no,no,yes,Male,gay male couple,no,[60 -70],[60 -70],6.0,I earned more,3.0,,,3.92,
,yes,,Female,hetero couple,no,[60 -70],[60 -70],1.0,I earned more,6.0,meet through work,,41.08,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],8.5,I earned more,4.0,,,21.92,Good
,yes,,Female,hetero couple,no,[40 -50],[40 -50],1.0,I earned more,4.0,meet through friends,,7.58,Fair
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,[Partner Name] earned more,1.0,meet in neighborhood,,29.83,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[60 -70],5.5,[Partner Name] earned more,6.0,,,26.92,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[50 -60],1.0,[Partner Name] earned more,6.0,,,,Excellent
no,no,yes,Male,hetero couple,no,[60 -70],[50 -60],0.0,We earned about the same amount,6.0,,,0.25,
,yes,,Female,lesbian couple,no,[50 -60],[40 -50],4.0,I earned more,4.0,meet through friends,,9.75,Poor
,yes,,Female,hetero couple,no,[20 -30],[20 -30],4.0,[Partner Name] earned more,5.0,meet through friends,,0.83,Excellent
no,no,yes,Male,hetero couple,yes,[70 -80],[50 -60],1.0,I earned more,6.0,,,0.58,
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],4.5,[Partner Name] earned more,5.0,meet through studies,,34.08,Good
yes,no,yes,Female,hetero couple,no,[70 -80],[70 -80],3.0,I earned more,6.0,meet through work,,,
,yes,,Female,hetero couple,no,[20 -30],[20 -30],1.0,[Partner Name] earned more,4.0,meet through friends,,1.25,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],2.0,[Partner Name] earned more,6.0,meet through friends,,24.5,Good
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],1.0,[Partner Name] earned more,4.0,meet through studies,,46.75,Excellent
,no,no,Female,,,[20 -30],,,,,,,,
,no,no,Male,,,[10 -20],,,,,,,,
yes,yes,,Female,hetero couple,no,[20 -30],[20 -30],2.0,[Partner Name] earned more,6.0,meet through studies,,7.17,Excellent
no,no,yes,Female,hetero couple,no,[20 -30],[20 -30],0.0,I earned more,6.0,meet through friends,,1.67,
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],1.0,We earned about the same amount,6.0,meet through family,,50.08,Fair
yes,yes,,Female,hetero couple,yes,[30 -40],[30 -40],3.0,[Partner Name] earned more,5.0,,,6.25,Excellent
yes,no,yes,Male,hetero couple,no,[50 -60],[50 -60],0.0,I earned more,5.0,meet through work,,,
no,no,yes,Female,hetero couple,yes,[30 -40],[30 -40],6.0,I earned more,3.0,meet through friends,,1.42,
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],4.0,I earned more,6.0,meet through friends,,35.5,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],4.0,I earned more,2.0,meet through studies,,19.25,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[50 -60],0.0,[Partner Name] earned more,5.0,meet through friends,,20.42,Fair
no,no,yes,Male,gay male couple,yes,[20 -30],[30 -40],4.0,We earned about the same amount,5.0,meet through internet,,0.75,
,no,no,Female,,,[20 -30],,,,,,,,
no,no,yes,Female,hetero couple,no,[60 -70],[60 -70],4.0,We earned about the same amount,5.0,,,4.0,
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],0.0,[Partner Name] earned more,4.0,meet through family,,11.25,Fair
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,[Partner Name] earned more,4.0,meet through work,,34.33,Good
yes,yes,,Male,hetero couple,no,[50 -60],[60 -70],3.0,[Partner Name] earned more,4.0,meet through family,,19.17,Excellent
yes,yes,,Female,hetero couple,yes,[20 -30],[30 -40],1.0,I earned more,4.0,,,14.33,Good
yes,yes,,Female,hetero couple,no,[60 -70],[70 -80],4.5,I earned more,6.0,,,11.75,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[40 -50],3.0,[Partner Name] earned more,5.0,,,,Excellent
,yes,,Female,hetero couple,no,[60 -70],[60 -70],1.0,[Partner Name] earned more,4.0,,,,Good
yes,yes,,Female,hetero couple,no,[50 -60],[40 -50],4.0,[Partner Name] earned more,4.0,meet through work,,25.08,Good
,no,no,Male,,,[20 -30],,,,,,,,
no,no,yes,Male,hetero couple,no,[60 -70],[50 -60],1.0,I earned more,4.0,,,2.75,
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],0.0,I earned more,4.0,,,13.08,Excellent
yes,yes,,Female,hetero couple,yes,[40 -50],[40 -50],2.0,[Partner Name] earned more,2.0,,,3.58,Excellent
,yes,,Female,hetero couple,yes,[10 -20],[10 -20],0.0,We earned about the same amount,5.0,meet in neighborhood,no,0.33,Good
no,no,yes,Female,hetero couple,yes,[50 -60],,,Refused,,,,,
no,no,yes,Female,hetero couple,no,[60 -70],[60 -70],1.0,We earned about the same amount,5.0,meet through work,,0.0,
,yes,,Female,lesbian couple,no,[30 -40],[20 -30],5.5,[Partner Name] earned more,4.0,meet through friends,,0.08,Excellent
no,no,yes,Female,hetero couple,no,[70 -80],[70 -80],1.0,[Partner Name] was not working for pay,6.0,meet through friends,,1.58,
yes,yes,,Female,hetero couple,yes,[50 -60],[60 -70],0.0,I earned more,5.0,meet through work,,38.17,Fair
yes,yes,,Female,hetero couple,no,[40 -50],[30 -40],1.0,We earned about the same amount,6.0,meet through friends,,16.08,Excellent
yes,yes,,Female,hetero couple,yes,[20 -30],[20 -30],1.0,[Partner Name] earned more,6.0,,,11.92,Fair
yes,yes,,Female,hetero couple,no,[60 -70],[70 -80],2.0,[Partner Name] was not working for pay,5.0,,,29.08,Excellent
no,no,yes,Male,hetero couple,no,[20 -30],[30 -40],4.0,I earned more,3.0,meet through studies,yes,0.08,
yes,yes,,Female,hetero couple,no,[30 -40],[40 -50],0.0,[Partner Name] earned more,4.0,meet through friends,,17.5,Good
yes,yes,,Male,hetero couple,no,[80 -90],[90 -100],0.0,I earned more,4.0,,,44.92,Excellent
,yes,,Female,hetero couple,no,[30 -40],[20 -30],2.0,[Partner Name] earned more,5.0,,,0.08,Good
no,no,yes,Male,gay male couple,no,[40 -50],[40 -50],2.0,[Partner Name] was not working for pay,4.0,meet through internet,,3.75,
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],4.0,[Partner Name] earned more,6.0,,,14.0,Good
,yes,,Female,lesbian couple,no,[30 -40],,3.0,[Partner Name] earned more,4.0,meet through work,,3.58,Fair
,no,no,Male,,,[30 -40],,,,,,,,
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],1.0,[Partner Name] earned more,6.0,,,44.67,Very Poor
yes,yes,,Male,gay male couple,no,[50 -60],[50 -60],3.0,[Partner Name] earned more,5.0,meet through friends,,13.67,Excellent
,yes,,Male,hetero couple,no,[20 -30],[20 -30],1.0,We earned about the same amount,6.0,meet through work,,1.42,Good
yes,yes,,Female,hetero couple,no,[30 -40],[40 -50],0.0,I earned more,4.0,meet through internet,,10.42,Good
yes,yes,,Female,hetero couple,no,[30 -40],[40 -50],6.0,I earned more,6.0,,,5.58,Excellent
no,no,yes,Male,hetero couple,yes,[20 -30],[20 -30],1.0,We earned about the same amount,6.0,meet through internet,,2.33,
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],2.0,[Partner Name] earned more,4.0,meet through studies,,29.58,Fair
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],3.0,[Partner Name] earned more,4.0,meet through friends,,26.33,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[70 -80],1.0,I earned more,6.0,meet through friends,,49.33,Excellent
,yes,,Female,hetero couple,yes,[20 -30],[20 -30],3.0,[Partner Name] earned more,4.0,meet through studies,,4.17,Excellent
no,no,yes,Female,hetero couple,no,[60 -70],[60 -70],12.0,[Partner Name] earned more,3.0,,,0.75,
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],4.0,[Partner Name] earned more,5.0,,,21.92,Refused
yes,yes,,Female,hetero couple,no,[40 -50],[50 -60],4.0,[Partner Name] earned more,4.0,,,20.75,Poor
yes,yes,,Male,hetero couple,yes,[50 -60],[40 -50],1.0,[Partner Name] was not working for pay,,,yes,26.75,Very Poor
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],0.0,I earned more,4.0,meet through internet,,7.08,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],2.0,[Partner Name] earned more,5.0,,,26.92,Good
yes,yes,,Female,hetero couple,no,[30 -40],[40 -50],1.0,[Partner Name] earned more,5.0,meet through friends,,6.17,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],0.0,We earned about the same amount,6.0,meet through studies,,57.75,Excellent
no,no,yes,Male,hetero couple,no,[60 -70],,1.0,I earned more,4.0,,no,1.83,
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],4.0,I earned more,2.0,meet through studies,,19.5,Excellent
